AMH_1_1_12	AMH_1_2_10	AMH_2_1_12	AMH_2_2_12	BAN_1_1_12	BAN_1_2_10	BAN_2_1_10	BAN_2_2_10	BED_1_1_12	BED_1_2_10	BED_2_1_12	BED_2_2_10	BPL_1_1_10	BPL_1_2_12	BPL_2_1_10	BPL_2_2_12	BTT_1_1_12	BTT_1_2_10	BTT_2_1_12	BTT_2_2_12	CMP_1_1_10	CMP_1_2_12	CMP_2_1_10	CMP_2_2_10	CPI_1_1_12	CPI_1_2_10	CPI_2_1_12	CPI_2_2_12	CQC_1_1_10	CQC_1_2_12	CQC_2_1_10	CQC_2_2_10	Only identified by site	Reverse	Potential contaminant	ANOVA Significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	ANOVA p value	ANOVA q-value	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
3.4098E+07	2.493298E+07	4.535503E+07	3.110399E+07	2.999199E+07	1.5172E+07	1.1691E+07	1.580801E+07	3.264701E+07	3.2014E+07	3.017701E+07	2.774901E+07	3.994502E+07	3.889001E+07	3.039298E+07	3.267499E+07	6.7394E+07	4.322002E+07	6.034796E+07	5.190903E+07	2.320201E+07	2.007799E+07	1.6981E+07	9359605	3.1483E+07	3.133799E+07	2.5505E+07	3.0894E+07	3.317E+07	4.173798E+07	4.2915E+07	4.2657E+07				+	10	10	10	27.3	27.3	27.3	55.155	0	36.627	822950000	98	2.71295820107717E-06	0.000629482071713147	P31755	P31755	Initiation-specific alpha-1,6-mannosyltransferase	OCH1	sp|P31755|OCH1_YEAST Initiation-specific alpha-1,6-mannosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OCH1 PE=1 SV=1
2.552999E+09	2.384799E+09	3.077101E+09	3.881599E+09	2.195799E+09	2.063799E+09	2.7446E+09	3.6361E+09	3.929598E+09	3.548799E+09	6.461398E+09	4.433806E+09	2.596601E+09	3.2566E+09	4.0949E+09	4.174703E+09	3.168698E+09	1.2625E+09	3.059601E+09	2.134799E+09	2.347498E+09	3.107998E+09	3.2444E+09	4.211701E+09	2.595599E+09	2.514601E+09	3.6404E+09	4.023202E+09	3.556601E+09	4.006301E+09	3.243799E+09	2.863799E+09					10	10	10	92	92	92	10.061	0	302.91	74241000000	668	0.0503911518208598	0.0633276492082826	P31787	P31787	Acyl-CoA-binding protein	ACB1	sp|P31787|ACBP_YEAST Acyl-CoA-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACB1 PE=1 SV=3
2.2763E+07	1.738999E+07	1.3221E+07	8512405	2.4325E+07	2.8327E+07	2.426202E+07	2.6609E+07	4.734203E+07	4.752703E+07	5.783297E+07	2.898201E+07	3.298E+07	3.191102E+07	1.370099E+07	8540101	1.680301E+07	1.987001E+07	3.198701E+07	2.148799E+07	5.395699E+07	4.499602E+07	1.3523E+07	5586300	1.626299E+07	2.036899E+07	3.255498E+07	1.9976E+07	2.288999E+07	3.598002E+07	9245096	1.6087E+07					9	9	9	35	35	35	49.21	0	29.688	547340000	61	0.235426948443319	0.192220744680851	P32047	P32047	Protein MLF3	MLF3	sp|P32047|MLF3_YEAST Protein MLF3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MLF3 PE=1 SV=2
7715998	8429698	7728300	7352605	6425297	7380205	5765701	5373603	6365098	8551003	7699296	9236605	7802196	5748438	2509122	8287962	4744988	2044642	7530104	2069956	1.0807E+07	6614803	2294389	5299404	9153395	7944600	3751185	7475499	1.483501E+07	1.100801E+07	1.108748E+07	9087895				+	6	6	6	10.9	10.9	10.9	66.127	0	4.9065	126350000	28	0.0318272999400068	0.0475830789358919	P32048	P32048	Lysine--tRNA ligase, mitochondrial	MSK1	sp|P32048|SYKM_YEAST Lysine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSK1 PE=1 SV=3
1.5911E+09	1.576599E+09	1.741E+09	1.673201E+09	1.6346E+09	1.914601E+09	1.308799E+09	1.4635E+09	1.407701E+09	1.4175E+09	1.4581E+09	1.374101E+09	1.523401E+09	1.488799E+09	1.4228E+09	1.447199E+09	1.572201E+09	1.7567E+09	1.3429E+09	1.371201E+09	1.6436E+09	1.413E+09	1.161999E+09	1.1854E+09	1.7192E+09	1.4342E+09	1.471301E+09	1.4878E+09	1.966501E+09	1.325401E+09	1.458599E+09	1.285499E+09					46	46	46	57.2	57.2	57.2	104.83	0	323.31	36957000000	1238	0.413432545356557	0.318006842923795	P32074	P32074	Coatomer subunit gamma	SEC21	sp|P32074|COPG_YEAST Coatomer subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC21 PE=1 SV=2
1.3036E+09	1.2594E+09	1.4428E+09	1.399401E+09	1.719E+09	2.018199E+09	1.758401E+09	1.9329E+09	1.408701E+09	1.3033E+09	1.354099E+09	1.3071E+09	1.0285E+09	8.096996E+08	8.026705E+08	7.1308E+08	1.100101E+09	1.072301E+09	1.0695E+09	9.926495E+08	2.189699E+09	2.1093E+09	1.290599E+09	1.4153E+09	1.128901E+09	1.1525E+09	9.460598E+08	9.963599E+08	2.332001E+09	2.586802E+09	1.194001E+09	1.3119E+09				+	26	26	26	81.2	81.2	81.2	29.747	0	218.13	31088000000	931	1.14127442836294E-05	0.000956521739130435	P32178	P32178	Chorismate mutase	ARO7	sp|P32178|CHMU_YEAST Chorismate mutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO7 PE=1 SV=1
2.1227E+08	1.888401E+08	1.8771E+08	2.062299E+08	1.929499E+08	2.051699E+08	2.245299E+08	2.1123E+08	1.8672E+08	1.899099E+08	1.771301E+08	2.123001E+08	2.283199E+08	2.572002E+08	2.997898E+08	3.282102E+08	2.391401E+08	2.0594E+08	3.435102E+08	3.327501E+08	2.017999E+08	2.2782E+08	2.200201E+08	2.127901E+08	1.755699E+08	1.693199E+08	2.010099E+08	2.1551E+08	2.716399E+08	2.949199E+08	2.922001E+08	3.175698E+08				+	17	17	17	51.3	51.3	51.3	39.149	0	229.37	5316900000	316	2.8011947242254E-05	0.00142126514131898	P32179	P32179	3(2),5-bisphosphate nucleotidase	MET22	sp|P32179|MET22_YEAST 3(2),5-bisphosphate nucleotidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET22 PE=1 SV=1
1.1979E+07	1.169201E+07	2.567599E+07	2.404201E+07	2.082401E+07	2.099499E+07	2.5846E+07	1.900199E+07	3.822399E+07	3.163801E+07	6.425203E+07	3.407601E+07	2.648E+07	2.6036E+07	3.6973E+07	3.150798E+07	2.7159E+07	3.2242E+07	2.619801E+07	2.683202E+07	2.5187E+07	2.913399E+07	1.697399E+07	2.008099E+07	1.884301E+07	1.923501E+07	2.143601E+07	2.512999E+07	2.4024E+07	3.220098E+07	2.816001E+07	3.4661E+07				+	11	11	11	20.5	20.5	20.5	72.388	0	12.442	623850000	56	0.000971725949063084	0.00758630952380952	P32191	P32191	Glycerol-3-phosphate dehydrogenase, mitochondrial	GUT2	sp|P32191|GPDM_YEAST Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GUT2 PE=1 SV=2
5.809498E+07	7.542897E+07	5.213703E+07	4.313302E+07	7.706903E+07	1.1199E+08	5.3068E+07	4.590502E+07	4.7992E+07	3.9173E+07	4.399903E+07	4.846498E+07	4.790699E+07	4.971299E+07	3.509101E+07	3.258801E+07	5.096497E+07	6.4577E+07	5.593402E+07	6.745898E+07	6.245603E+07	4.501798E+07	3.843002E+07	4.969203E+07	6.430404E+07	6.123702E+07	6.340498E+07	5.022497E+07	9.652394E+07	6.997198E+07	3.795498E+07	3.167098E+07					11	11	11	14.9	14.9	14.9	111.3	0	7.8969	1568900000	33	0.222123289257377	0.183319034852547	P32259	P32259	Mediator of RNA polymerase II transcription subunit 16	SIN4	sp|P32259|MED16_YEAST Mediator of RNA polymerase II transcription subunit 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIN4 PE=1 SV=1
6.183898E+08	6.644198E+08	6.639905E+08	6.370898E+08	6.596602E+08	8.4885E+08	6.723096E+08	6.801097E+08	5.951499E+08	5.5417E+08	5.321399E+08	6.687601E+08	5.987297E+08	5.1107E+08	6.109801E+08	5.952499E+08	5.584602E+08	7.3764E+08	7.689997E+08	6.968497E+08	8.080602E+08	9.468706E+08	6.3294E+08	6.335897E+08	6.852397E+08	6.364904E+08	5.1554E+08	5.466503E+08	7.821497E+08	9.567297E+08	5.557402E+08	5.488401E+08					12	12	12	63.3	63.3	63.3	30.131	0	115.86	15130000000	312	0.164179674984256	0.143815149409312	P32263	P32263	Pyrroline-5-carboxylate reductase	PRO3	sp|P32263|P5CR_YEAST Pyrroline-5-carboxylate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRO3 PE=1 SV=1
1.911E+08	1.905301E+08	1.3201E+08	1.5155E+08	1.596399E+08	1.797E+08	1.9055E+08	1.6262E+08	1.478E+08	1.570101E+08	1.731399E+08	1.472499E+08	2.5632E+08	2.7158E+08	2.4305E+08	2.201799E+08	1.9062E+08	2.576201E+08	1.735001E+08	1.9481E+08	1.0392E+08	9.284094E+07	1.5389E+08	1.658399E+08	1.992301E+08	2.082899E+08	1.8348E+08	1.588699E+08	1.0233E+08	6.242598E+07	1.7952E+08	1.5007E+08				+	16	16	16	50	50	50	47.162	0	110.63	4554500000	387	0.00138338830788038	0.00906908583391486	P32264	P32264	Glutamate 5-kinase	PRO1	sp|P32264|PROB_YEAST Glutamate 5-kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRO1 PE=1 SV=2
8.312003E+07	7.774702E+07	1.1057E+08	1.0839E+08	1.485999E+08	1.211101E+08	9.368506E+07	1.226901E+08	9.665598E+07	1.035499E+08	1.081301E+08	8.654901E+07	5.728E+07	8.583397E+07	7.926198E+07	8.828798E+07	8.360198E+07	8.965502E+07	9.208402E+07	9.185798E+07	1.067E+08	5.176902E+07	7.294395E+07	3.720198E+07	1.3471E+08	8.300802E+07	1.2298E+08	1.0421E+08	1.4347E+08	5.1954E+07	1.0266E+08	9.953594E+07					19	19	19	27.9	27.9	27.9	99.177	0	45.267	2230300000	226	0.0493865506031268	0.0625992662046474	P32266	P32266	Dynamin-like GTPase MGM1, mitochondrial;Dynamin-like GTPase MGM1 large isoform;Dynamin-like GTPase MGM1 small isoform	MGM1	sp|P32266|MGM1_YEAST Dynamin-like GTPase MGM1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MGM1 PE=1 SV=3
7.200696E+08	8.1499E+08	6.529798E+08	7.411004E+08	6.482498E+08	7.015196E+08	8.418905E+08	7.759802E+08	8.680397E+08	8.709296E+08	8.105897E+08	8.077196E+08	7.865797E+08	7.215696E+08	6.750198E+08	5.818899E+08	7.320499E+08	8.847599E+08	5.5619E+08	6.011004E+08	6.057601E+08	6.0018E+08	8.487501E+08	7.9245E+08	6.898802E+08	9.0943E+08	7.715905E+08	6.790998E+08	4.040397E+08	6.888604E+08	9.600405E+08	8.128003E+08					13	13	13	44.9	44.9	44.9	41.766	0	240.63	18038000000	512	0.766541133239959	0.636782356355194	P32288	P32288	Glutamine synthetase	GLN1	sp|P32288|GLNA_YEAST Glutamine synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLN1 PE=1 SV=4
7.647395E+07	5.966002E+07	8.495203E+07	9.221597E+07	7.796998E+07	1.0506E+08	9.459198E+07	7.681097E+07	4.735298E+07	5.3526E+07	6.725097E+07	6.0622E+07	1.229301E+08	1.135801E+08	1.5195E+08	1.741599E+08	4.318803E+07	4.646597E+07	8.2653E+07	6.950298E+07	9.411198E+07	6.278096E+07	9.841402E+07	1.2712E+08	7.797998E+07	7.645101E+07	9.829102E+07	1.2694E+08	6.8913E+07	3.248302E+07	1.1492E+08	1.040601E+08				+	16	16	16	37.5	37.5	37.5	58.711	0	98.794	2154500000	239	0.00589255507922765	0.01842370039128	P32316	P32316	Acetyl-CoA hydrolase	ACH1	sp|P32316|ACH1_YEAST Acetyl-CoA hydrolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACH1 PE=1 SV=2
7676397	7355201	6662504	6823497	6908898	9040704	5867203	8643501	8152897	6537703	7880996	1870333	1.536301E+07	8128305	5304899	4237293	6893096	7270201	2285316	1670964	2354309	1.624299E+07	2916019	4076287	1.070599E+07	9553395	4967200	7055704	1.829801E+07	3280896	9576599	6316102					5	5	5	10.6	10.6	10.6	58.264	0.0017809	2.9219	178330000	18	0.524158433298807	0.40288641156975	P32317	P32317	Protein AFG1	AFG1	sp|P32317|AFG1_YEAST Protein AFG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AFG1 PE=1 SV=1
5.670802E+07	5.731803E+07	2.2638E+07	1.8381E+07	5.0372E+07	5.667602E+07	4.866299E+07	4.408398E+07	5.589898E+07	7.039202E+07	5.824202E+07	4.0043E+07	7.577901E+07	8.950603E+07	6.534496E+07	6.7028E+07	1.1532E+08	9.753401E+07	6.018797E+07	6.095601E+07	2.1567E+07	3.485299E+07	2.9042E+07	4.152498E+07	5.448796E+07	6.297798E+07	5.438498E+07	4.4238E+07	7.629198E+07	3.160799E+08	7.759505E+07	3.401102E+07				+	23	23	19	20.2	20.2	17.4	177.78	0	50.307	1286200000	107	0.0169589596902081	0.0327577344121847	P32319	P32319	Vacuolar protein sorting/targeting protein VPS10	PEP1	sp|P32319|VPS10_YEAST Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEP1 PE=1 SV=1
4.958099E+10	4.867302E+10	3.824996E+10	4.477295E+10	4.494696E+10	4.344395E+10	4.922906E+10	4.388196E+10	4.404098E+10	4.6117E+10	4.734202E+10	4.514599E+10	5.098599E+10	5.245701E+10	5.302206E+10	5.130094E+10	5.169104E+10	5.233094E+10	4.6073E+10	5.075799E+10	2.820897E+10	2.784997E+10	4.911997E+10	4.835106E+10	4.896799E+10	5.360396E+10	4.841298E+10	4.870006E+10	1.702598E+10	2.550897E+10	4.794697E+10	3.685299E+10				+	74	74	74	80.8	80.8	80.8	93.288	0	323.31	1135300000000	6714	0.01027709765919	0.024788501026694	P32324	P32324	Elongation factor 2	EFT1	sp|P32324|EF2_YEAST Elongation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFT1 PE=1 SV=1
2.279299E+08	2.300199E+08	1.4136E+08	1.681301E+08	1.9776E+08	1.5213E+08	2.154901E+08	1.819199E+08	1.960199E+08	2.045499E+08	2.1117E+08	1.573301E+08	2.322601E+08	2.455301E+08	2.181701E+08	2.038599E+08	2.8238E+08	2.287199E+08	2.192599E+08	2.3927E+08	1.0529E+08	1.241201E+08	1.731001E+08	1.409399E+08	2.178899E+08	2.225401E+08	2.0573E+08	2.011699E+08	5223100	2.806502E+07	1.8437E+08	1.0504E+08				+	48	48	19	47.7	47.7	22.8	130.17	0	323.31	4852000000	272	0.00512160202339423	0.0172025099828865	P32327	P32327	Pyruvate carboxylase 2	PYC2	sp|P32327|PYC2_YEAST Pyruvate carboxylase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PYC2 PE=1 SV=2
1129362	1.136E+07	8215404	8088299	7911301	9373102	1.0494E+07	2.345501E+07	1.357701E+07	1.0817E+07	7863500	4289101	7937702	1.0025E+07	1.1465E+07	1.220101E+07	9602297	4232394	9791502	6490697	3630644	1936699	8759598	1.4644E+07	2377147	1.0003E+07	1.126E+07	8525898	3016692	5653832	1.418799E+07	3417418					7	4	4	15.1	11.2	11.2	65.879	0	4.7962	195350000	13	0.603830948263214	0.472891000891001	P32328	P32328	Serine/threonine-protein kinase DBF20	DBF20	sp|P32328|DBF20_YEAST Serine/threonine-protein kinase DBF20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBF20 PE=1 SV=2
8.407805E+07	8.888306E+07	6.737102E+07	8.780898E+07	8.511606E+07	1.169201E+08	1.0232E+08	1.1085E+08	9.221597E+07	1.0272E+08	8.677598E+07	8.699699E+07	6.513804E+07	5.578897E+07	5.853799E+07	4.577902E+07	5.008003E+07	7.327597E+07	6.454798E+07	6.256801E+07	1.254901E+08	1.275601E+08	7.288303E+07	8.421098E+07	8.502406E+07	8.613794E+07	5.742703E+07	6.640203E+07	1.109E+08	1.634099E+08	7.144502E+07	8.016196E+07				+	9	9	9	41	41	41	33.375	0	90.163	1931500000	206	0.00119036844939125	0.00841666666666667	P32331	P32331	Carrier protein YMC1, mitochondrial	YMC1	sp|P32331|YMC1_YEAST Mitochondrial glycine transporter YMC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMC1 PE=1 SV=2
6.325301E+07	6.227398E+07	4.262002E+07	4.408002E+07	1.720401E+08	1.612599E+08	2.151599E+08	1.6346E+08	1.1328E+08	1.0449E+08	8.987505E+07	1.0457E+08	1.376101E+08	1.2649E+08	9.464702E+07	8.926802E+07	3.414401E+07	4.549297E+07	4.916403E+07	6.212202E+07	1.233E+08	1.5806E+08	1.4898E+08	1.864901E+08	5.7701E+07	5.215799E+07	6.211397E+07	5.000203E+07	3040617	4.404402E+07	3.436202E+07	1.066001E+07				+	10	10	10	32.4	32.4	32.4	35.153	0	31.75	2079000000	163	1.71863110883026E-06	0.000639658848614073	P32332	P32332	Mitochondrial oxaloacetate transport protein	OAC1	sp|P32332|OAC1_YEAST Mitochondrial oxaloacetate transport protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OAC1 PE=1 SV=1
8.5329E+07	9.930998E+07	8.635596E+07	7.954899E+07	8.024202E+07	9.174596E+07	7.074796E+07	6.998402E+07	8.125296E+07	9.221999E+07	8.313004E+07	5.738202E+07	1.0955E+08	1.147499E+08	1.0733E+08	8.8272E+07	1.278701E+08	1.4012E+08	1.041E+08	1.0781E+08	3.491899E+07	2.657198E+07	4.748997E+07	5.278E+07	1.0845E+08	1.053099E+08	8.0017E+07	8.065895E+07	5.900403E+07	1.4397E+07	9.902496E+07	5.455998E+07				+	29	29	29	21.6	21.6	21.6	209.97	0	102.14	2177600000	235	0.000882102975818591	0.00723088569265708	P32333	P32333	TATA-binding protein-associated factor MOT1	MOT1	sp|P32333|MOT1_YEAST TATA-binding protein-associated factor MOT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MOT1 PE=1 SV=1
1.0102E+08	1.0824E+08	1.2037E+08	1.1573E+08	8.859398E+07	7.847205E+07	1.049799E+08	9.205506E+07	1.3524E+08	1.4245E+08	1.5026E+08	1.1044E+08	1.0382E+08	9.989398E+07	9.827594E+07	1.036301E+08	1.008799E+08	1.130801E+08	9.866506E+07	1.1611E+08	6.387598E+07	6.187202E+07	1.0138E+08	9.648095E+07	1.138501E+08	1.3364E+08	1.2876E+08	1.218999E+08	5.860202E+07	6.885699E+07	1.244601E+08	1.1187E+08				+	14	14	14	33.5	33.5	33.5	50.88	0	29.183	2883200000	266	0.00415678165419096	0.0153710247349823	P32335	P32335	Protein MSS51, mitochondrial	MSS51	sp|P32335|MSS51_YEAST Protein MSS51, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSS51 PE=1 SV=2
1.7484E+07	1.324299E+07	1.733199E+07	1.569701E+07	1.305999E+07	1.788401E+07	2321742	1.352199E+07	1.502399E+07	7142623	1.165299E+07	1.509399E+07	7147800	1607863	1.173099E+07	2020674	1.2792E+07	1.197399E+07	1.136501E+07	1.387599E+07	1.121599E+07	1661597	3949349	1.3326E+07	1.8122E+07	7337301	1.946499E+07	1.2739E+07	1.2318E+07	2.162999E+07	2658365	1.1429E+07					6	6	6	12.3	12.3	12.3	94.103	0	4.4548	268410000	28	0.140884444277777	0.127915014164306	P32336	P32336	Protein NUD1	NUD1	sp|P32336|NUD1_YEAST Protein NUD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUD1 PE=1 SV=2
1.137599E+09	8.881597E+08	9.212493E+08	1.1404E+09	1.2036E+09	1.1383E+09	1.0152E+09	1.2255E+09	9.124396E+08	8.450698E+08	1.0119E+09	7.063197E+08	9.3638E+08	8.397295E+08	5.724904E+08	6.917498E+08	1.0924E+09	1.0371E+09	7.563497E+08	7.199496E+08	1.238701E+09	1.099699E+09	9.9365E+08	8.927097E+08	1.0027E+09	8.450005E+08	8.553603E+08	9.035302E+08	1.628399E+09	1.006E+09	8.796595E+08	1.086701E+09				+	35	35	35	48.4	48.4	48.4	121.03	0	323.31	22890000000	796	0.0244191592940097	0.040458690744921	P32337	P32337	Importin subunit beta-3	PSE1	sp|P32337|IMB3_YEAST Importin subunit beta-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSE1 PE=1 SV=2
5406603	3488780	9999706	7203896	6794097	1.2977E+07	8544200	9985794	6042597	9476397	5962431	1767056	2640665	3569376	3111033	2377845	2.0788E+07	2.290201E+07	2229492	5778269	7198060	2209603	1.384559E+07	1.2092E+07	7227001	8071005	1.0068E+07	5832201	9809292	2928854	4057340	5040292					3	3	3	10.4	10.4	10.4	37.179	0	84.241	147160000	20	0.19809935782591	0.166994231421785	P32339	P32339	Heme-binding protein HMX1	HMX1	sp|P32339|HMX1_YEAST Heme-binding protein HMX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HMX1 PE=2 SV=3
2.0652E+08	1.9431E+08	2.356501E+08	2.395001E+08	2.482201E+08	2.5461E+08	2.237701E+08	2.161401E+08	1.9407E+08	2.0427E+08	1.965199E+08	1.857899E+08	1.0642E+08	9.939194E+07	1.0432E+08	1.0756E+08	1.663001E+08	1.6272E+08	1.3294E+08	1.4047E+08	2.263899E+08	2.113999E+08	2.1382E+08	2.087699E+08	2.118699E+08	1.959699E+08	2.225899E+08	2.160101E+08	2.397599E+08	2.619299E+08	2.4727E+08	2.5317E+08				+	19	19	19	40.4	40.4	40.4	57.249	0	121.37	4450700000	402	1.50215866844717E-14	0	P32340	P32340	Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial	NDI1	sp|P32340|NDI1_YEAST Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NDI1 PE=1 SV=1
2.573699E+07	2.57E+07	2.055899E+07	3.862898E+07	2.6542E+07	4.5584E+07	3.4505E+07	2.4987E+07	2.3437E+07	1.972099E+07	2.367299E+07	2.703201E+07	2.7697E+07	2.311601E+07	1.8634E+07	2.958799E+07	2.767299E+07	1.668899E+07	1.9224E+07	2.386E+07	2.348899E+07	1.7978E+07	3.0488E+07	3.273699E+07	2.700901E+07	2.887099E+07	2.125399E+07	3.630898E+07	3.3185E+07	4.343E+07	2.358299E+07	2.203101E+07					5	5	5	30.2	30.2	30.2	25.286	0	42.783	615090000	78	0.383886034247576	0.296168236032643	P32341	P32341	Vacuolar ATPase assembly integral membrane protein VPH2	VPH2	sp|P32341|VPH2_YEAST Vacuolar ATPase assembly integral membrane protein VPH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPH2 PE=1 SV=1
3.2043E+08	3.060398E+08	2.459502E+08	2.759999E+08	2.268099E+08	2.663702E+08	4.005698E+08	2.723501E+08	2.082101E+08	1.576399E+08	2.488402E+08	1.446201E+08	2.861301E+08	2.806301E+08	1.785901E+08	3.068298E+08	3.867799E+08	2.217099E+08	2.859101E+08	2.553702E+08	1.7214E+08	1.5948E+08	2.739199E+08	2.648899E+08	2.684198E+08	2.3954E+08	2.626102E+08	3.4434E+08	6.864103E+07	2.271601E+08	3.4115E+08	3.242801E+08					5	5	5	43.7	43.7	43.7	18.425	0	82.022	6339400000	164	0.406959988584785	0.313494697442296	P32342	P32342	Signal recognition particle subunit SRP21	SRP21	sp|P32342|SRP21_YEAST Signal recognition particle subunit SRP21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP21 PE=1 SV=3
2.0513E+08	2.2522E+08	2.3469E+08	2.485801E+08	1.8197E+08	2.3409E+08	2.1159E+08	1.840899E+08	2.318401E+08	2.527099E+08	2.5028E+08	3.1129E+08	2.538799E+08	2.270601E+08	3.122801E+08	3.170999E+08	1.5129E+08	1.8648E+08	2.565502E+08	2.53E+08	2.247399E+08	1.6255E+08	2.3262E+08	2.266501E+08	2.002799E+08	2.6076E+08	2.1502E+08	2.3754E+08	2.2638E+08	1.612501E+08	1.9863E+08	2.222599E+08					15	15	15	43.1	43.1	43.1	41.349	0	71.935	5768400000	327	0.0596227098980842	0.070259976293955	P32347	P32347	Uroporphyrinogen decarboxylase	HEM12	sp|P32347|DCUP_YEAST Uroporphyrinogen decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEM12 PE=1 SV=1
2.096999E+08	2.294301E+08	1.7541E+08	1.8783E+08	1.813599E+08	1.6096E+08	1.869401E+08	1.655801E+08	1.881501E+08	1.9794E+08	1.7813E+08	1.636499E+08	2.585202E+08	2.549101E+08	2.609E+08	2.3083E+08	1.8369E+08	2.142201E+08	2.0578E+08	2.398499E+08	1.3655E+08	1.1211E+08	1.7283E+08	2.006899E+08	2.306E+08	2.228301E+08	2.142099E+08	2.222799E+08	4.3376E+07	1.004901E+08	2.226599E+08	1.6104E+08				+	29	29	29	55.2	55.2	55.2	74.016	0	135.78	4895200000	437	0.0129684329619849	0.0280692383778437	P32349	P32349	DNA-directed RNA polymerase III subunit RPC3	RPC82	sp|P32349|RPC3_YEAST DNA-directed RNA polymerase III subunit RPC3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPC82 PE=1 SV=2
2141726	1.3963E+07	1.106901E+07	1.205E+07	1.224401E+07	4416676	6462492	1.2507E+07	1.847199E+07	2.048E+07	1.859E+07	2.237E+07	1.729201E+07	1.606401E+07	2.208099E+07	1.424999E+07	1.1268E+07	1.7418E+07	2.0946E+07	1.1976E+07	4740949	5350896	1.759401E+07	1.660501E+07	1.603301E+07	1.463001E+07	1.217201E+07	1.3469E+07	1589670	2749121	9964904	6516251				+	3	3	3	11.8	11.8	11.8	39.07	0	5.633	306720000	35	0.00788762943288449	0.0213155934007451	P32351	P32351	Sugar utilization regulatory protein IMP2	IMP2	sp|P32351|IMPX_YEAST Sugar utilization regulatory protein IMP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMP2 PE=1 SV=2
